State,District,Date,Year,Month,Avg_rainfall,Agency_name
Uttarakhand,Nainital,2024-12-01,2024,12,0.0001314533,NRSC VIC MODEL
Uttarakhand,Nainital,2024-12-17,2024,12,0,NRSC VIC MODEL
Uttarakhand,Nainital,2024-12-27,2024,12,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-01-10,2024,01,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-01-15,2024,01,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-01-16,2024,01,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-01-18,2024,01,0.000494673,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-01-20,2024,01,0.1233266648,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-01-21,2024,01,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-01-27,2024,01,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-01-30,2024,01,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-02-03,2024,02,0.2173702521,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-02-04,2024,02,2.7842619578,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-02-24,2024,02,0.1277449611,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-02-29,2024,02,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-05,2024,03,0.1079656408,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-07,2024,03,0.0092163785,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-09,2024,03,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-11,2024,03,0.0009935695,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-14,2024,03,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-18,2024,03,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-20,2024,03,1.9660679525,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-21,2024,03,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-23,2024,03,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-24,2024,03,0.0233774424,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-27,2024,03,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-28,2024,03,0.0069946004,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-29,2024,03,0.003539239,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-03-30,2024,03,2.305407019,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-04-16,2024,04,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-04-23,2024,04,6.87726e-05,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-04-24,2024,04,0.0051582147,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-04-25,2024,04,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-04-26,2024,04,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-04-29,2024,04,0.004380106,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-05-13,2024,05,0.0705643156,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-05-16,2024,05,0.275839884,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-05-20,2024,05,0.8917478749,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-05-25,2024,05,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-05-28,2024,05,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-06-02,2024,06,0.4690563854,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-06-06,2024,06,1.8668724354,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-06-12,2024,06,0.0023235788,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-06-20,2024,06,3.1993201081,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-06-21,2024,06,0.2900086829,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-07-09,2024,07,1.0801585959,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-07-16,2024,07,4.5283061665,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-07-19,2024,07,3.8909036348,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-07-21,2024,07,14.3275160298,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-07-25,2024,07,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-07-31,2024,07,1.3071244292,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-08-06,2024,08,4.2482855748,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-08-15,2024,08,18.6161733559,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-08-18,2024,08,20.0333928016,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-08-20,2024,08,20.8133166353,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-08-23,2024,08,14.5092568966,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-08-25,2024,08,6.9097456334,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-08-27,2024,08,9.2408297771,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-08-31,2024,08,3.1530005326,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-09-03,2024,09,10.018710545,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-09-07,2024,09,4.2390421769,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-09-15,2024,09,2.1834226052,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-09-23,2024,09,1.1291571615,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-09-28,2024,09,5.4202039339,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-09-29,2024,09,0.6920000834,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-10-06,2024,10,0.1532255676,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-10-07,2024,10,0.2215123425,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2024-10-08,2024,10,0.0196180501,NRSC VIC MODEL
