date,river_water_area_sqkm,upstream_runoff_mm,rainfall_mm,ggn_runoff_mm,ggn_rainfall_mm,drainage_risk_score
2020-01-01,6.541784405254525,0.5433450006730709,76.90237894449682,0.386517272858182,48.958061148644006,23.34127577434977
2020-02-01,7.696545502267154,0.0750599998409597,43.87801503453424,0.0489763267728267,37.43196150304068,13.197687939101252
2020-03-01,6.538525658202644,0.9557850016608428,195.8474386298501,0.6541788407861103,179.45252022569514,59.21215677750531
2020-04-01,6.179216515012491,0.1170350005559157,14.762046669912646,0.0836257446275505,20.85538984466908,4.487152022213079
2020-05-01,5.949049280730839,1.865954991106264,92.1977744022454,1.4953005502268604,89.40036720713995,28.706042705832424
2020-06-01,6.199233214481844,1.783855001109259,75.26031594489187,1.2190404282074647,80.51020057231267,23.431423083212785
2020-07-01,7.560683778853828,11.346000080206068,463.9459335933713,7.407493670345099,408.82491925603614,144.36902564725295
2020-08-01,21.40452601600077,6.394810024750769,352.6627890238668,5.529272540970493,387.2959325420278,109.6693274858394
2020-09-01,6.411406705590818,0.1941849989943875,75.18020792840358,0.2354305082974844,84.38631794334319,22.71886373432931
2020-10-01,6.331456726060094,0.020104999994146,2.1702769283130565,0.0110184365969987,3.752894735243756,0.658795984111816
2020-11-01,12.393296131342876,0.019754999611905,5.97126510460079,0.0148455270054215,4.949706840770166,1.801771400284032
2020-12-01,7.201195067735378,0.0,1.2447218907545046,0.0,1.869379867087625,0.3734165672263513
2021-01-01,8.057838029939289,1.3175799793716578,110.98164785300943,0.7727593564836372,102.17192645360238,33.835425905441376
2021-02-01,6.081416214930155,0.0041800001017691,2.7766009870622765,0.001514327269357,2.4807937906561333,0.8340403252072328
2021-03-01,2.0257687058048024,0.0145999998676416,14.412732191460035,0.0078354545289105,12.440860473440711,4.329304475608248
2021-04-01,4.500643066290402,0.0019750000101339,8.19098372114623,0.0047036363545339,7.08854402348517,2.460587661792043
2021-05-01,3.862231729038373,3.837549962665434,238.92422932703144,2.0778074281927945,214.94023783427664,73.13173399784438
2021-06-01,4.923038213368134,0.6580900081771688,62.48538438425783,0.4205004366003215,60.29314200024248,19.03996562089757
2021-07-01,2.4010750750390155,11.64493007821693,671.5391838351712,8.576898388282162,725.7085259230948,207.46558402234888
2021-08-01,4.221930092822265,5.983409997061244,336.8213062408813,4.570115548920638,342.99430378771484,104.24547275650885
2021-09-01,12.236001741008687,32.70348982917858,552.6998519371358,27.17230444660802,500.3751214354955,184.8305686937664
2021-10-01,6.781793764125208,10.485405104898746,184.81820424413257,8.460837175984768,113.33043481342293,61.36804729642911
