date,ggn_runoff_mm,ggn_rainfall_mm
2020-01-01,0.386517272858182,48.958061148644006
2020-02-01,0.04897632677282673,37.43196150304068
2020-03-01,0.6541788407861103,179.45252022569514
2020-04-01,0.08362574462755054,20.855389844669073
2020-05-01,1.4953005502268604,89.40036720713995
2020-06-01,1.2190404282074647,80.51020057231267
2020-07-01,7.407493670345099,408.82491925603614
2020-08-01,5.529272540970493,387.2959325420278
2020-09-01,0.23543050829748446,84.38631794334319
2020-10-01,0.011018436596998735,3.752894735243756
2020-11-01,0.01484552700542157,4.949706840770166
2020-12-01,0.0,1.869379867087625
2021-01-01,0.7727593564836372,102.17192645360238
2021-02-01,0.0015143272693570575,2.4807937906561333
2021-03-01,0.007835454528910555,12.440860473440713
2021-04-01,0.004703636354533956,7.08854402348517
2021-05-01,2.0778074281927945,214.94023783427664
2021-06-01,0.42050043660032155,60.29314200024248
2021-07-01,8.576898388282162,725.7085259230948
2021-08-01,4.570115548920638,342.99430378771484
2021-09-01,27.17230444660802,500.3751214354955
2021-10-01,8.460837175984768,113.33043481342291
2021-11-01,0.00018650908643559725,0.0590580833753184
2021-12-01,0.009289090804549314,8.222695750460925
2022-01-01,2.630444094191718,198.69291300676207
2022-02-01,0.10187203651934398,40.646642167856086
2022-03-01,0.00254145458204386,0.5048168322484095
2022-04-01,0.04361316377621155,7.139824526811207
2022-05-01,1.8439529947363322,67.97241266783713
2022-06-01,0.7926269079461847,71.55429756469547
2022-07-01,7.757353675960543,349.7877972080518
2022-08-01,2.7878371492454477,119.19202764170494
2022-09-01,11.888167685761676,424.97024907924964
2022-10-01,5.885398451362841,169.31720908843312
2022-11-01,9.890908841043712e-06,0.12245420922979922
2022-12-01,0.0,0.012161171889348779
2023-01-01,0.16621625433297596,53.049213310963864
2023-02-01,2.505454505973665e-05,6.475798898683675
2023-03-01,1.5248960390675876,156.22108900118062
2023-04-01,0.07363545506876439,24.996192423446455
2023-05-01,0.6113785434117281,148.30655888888313
2023-06-01,3.6624085350809437,184.76691001607372
2023-07-01,17.96481326596789,446.9522642793337
2023-08-01,14.724288677079578,165.67105608206185
2023-09-01,3.4768089183910607,139.4174324742083
2023-10-01,0.9398217615692623,24.071930382959245
2023-11-01,0.023721054896225478,17.25796398860054
2023-12-01,0.0002325090911736797,2.1938251636782
2024-01-01,0.3658035263814435,20.939701135212303
2024-02-01,0.006531672623624962,20.845185267656635
2024-03-01,0.07333614512486913,27.515807798374023
2024-04-01,0.006040727253976828,17.759607135339174
2024-05-01,0.0032162182012160138,4.000591219889709
2024-06-01,0.8048245015972029,88.57119622149648
2024-07-01,10.481110516847043,391.8284267980677
2024-08-01,6.812475714777579,470.4309413699497
2024-09-01,27.203554749369484,332.9763978390322
2024-10-01,0.03371233344209995,4.292820454515177
2024-11-01,0.0,0.0007535321652608538
2024-12-01,0.2763406194263332,92.47096080187471
2025-01-01,0.0059442516627344994,22.238607550646147
2025-02-01,0.2561294205839928,19.85654056988157
2025-03-01,0.008820369655727842,13.875876162250872
2025-04-01,0.13524370180788878,1.389832504619983
2025-05-01,1.7822096991691276,184.664809632637
2025-06-01,3.4043172172022342,230.63625869324227
2025-07-01,9.027952042083554,527.7237079424402
2025-08-01,15.839914023637474,516.7376121213364
2025-09-01,12.50419377915281,141.14534485092253
2025-10-01,1.0927054864904309,150.75965116001967
2025-11-01,0.0,0.0967032911498655
2025-12-01,0.0,0.5088696903244541
