date,river_water_area_sqkm
2018-01-01,0.7263254286719228
2018-02-01,0.5604609335207471
2018-03-01,0.5601151837780523
2018-04-01,0.4018639060728784
2018-05-01,0.4749276177428003
2018-06-01,1.010227641860543
2018-07-01,1.7283136978111118
2018-08-01,1.7950479667509192
2018-09-01,1.4162574070331648
2018-10-01,1.177442191277478
2018-11-01,0.2781586948637121
2018-12-01,0.6349042997544232
2019-01-01,0.0
2019-02-01,0.7990230024361406
2019-03-01,0.630112519546808
2019-04-01,0.758606853366029
2019-05-01,0.7927474572964539
2019-06-01,1.1197875541135303
2019-07-01,0.9797659097907571
2019-08-01,0.39017437268066407
2019-09-01,1.4981047118197572
2019-10-01,1.1334893324314492
2019-11-01,0.8941739523502126
2019-12-01,0.77185318129452
2020-01-01,0.6054107544581993
2020-02-01,0.673067488983274
2020-03-01,0.9195231417253081
2020-04-01,0.6067965871881223
2020-05-01,1.064656288201306
2020-06-01,1.0509640191178864
2020-07-01,1.200227639723355
2020-08-01,0.9711632209132774
2020-09-01,1.5055905161977732
2020-10-01,0.8322869924586875
2020-11-01,0.44919366383439613
2020-12-01,0.6194998148459041
2021-01-01,0.24905665630576934
2021-02-01,0.9224095359516218
2021-03-01,0.4990599058105469
2021-04-01,0.7783789324431775
2021-05-01,0.6421859706607593
2021-06-01,1.0451042710494696
2021-07-01,1.1681794549412148
2021-08-01,2.0380558935338637
2021-09-01,0.0
2021-10-01,1.306843981891228
2021-11-01,0.9913842406740674
2021-12-01,0.8695011997340781
2022-01-01,0.8551831109181122
2022-02-01,0.8923075398260377
2022-03-01,0.7884411410845588
2022-04-01,0.8116065592507754
2022-05-01,0.8312867381673177
2022-06-01,0.7602650190403358
2022-07-01,1.6386022647518383
2022-08-01,1.7438428888939952
2022-09-01,1.5448792955006319
2022-10-01,1.204752595807962
2022-11-01,0.7235212225590725
2022-12-01,0.6946824414321001
2023-01-01,0.8473248132130342
2023-02-01,0.7062637741155885
2023-03-01,0.6167708089850931
2023-04-01,0.7594120964891621
2023-05-01,0.8285354671542299
2023-06-01,0.5562927597560507
2023-07-01,0.0
2023-08-01,1.8024360981162877
2023-09-01,1.3600185753530465
2023-10-01,0.0
2023-11-01,1.0657828268892175
2023-12-01,0.731824016407686
2024-01-01,0.7791745028983322
2024-02-01,0.4337140473860198
2024-03-01,0.7552818302181468
2024-04-01,0.610280934222053
2024-05-01,1.0473883321645698
2024-06-01,0.7393703051458619
2024-07-01,0.2145411849975586
2024-08-01,1.4548182469992244
2024-09-01,1.830596365512504
2024-10-01,1.0783034359616748
2024-11-01,0.9256868474872663
2024-12-01,0.7437600742682962
2025-01-01,0.5585894617187498
2025-02-01,0.7563024995665307
2025-03-01,0.26319165244667203
2025-04-01,0.48470886248898976
2025-05-01,0.8335110567734662
2025-06-01,0.0
2025-07-01,0.0
2025-08-01,1.0911983844695448
2025-09-01,0.0
