date,river_water_area_sqkm,upstream_runoff_mm,rainfall_mm
2020-01-01,6.541784405254525,0.5433450006730709,76.90237894449682
2020-02-01,7.6965455022671545,0.07505999984095979,43.878015034534236
2020-03-01,6.538525658202644,0.9557850016608427,195.8474386298501
2020-04-01,6.179216515012491,0.11703500055591576,14.762046669912646
2020-05-01,5.949049280730839,1.8659549911062638,92.19777440224539
2020-06-01,6.199233214481844,1.7838550011092593,75.26031594489187
2020-07-01,7.560683778853828,11.346000080206068,463.9459335933713
2020-08-01,21.40452601600077,6.394810024750769,352.66278902386676
2020-09-01,6.411406705590818,0.19418499899438757,75.18020792840358
2020-10-01,6.331456726060094,0.020104999994146056,2.1702769283130565
2020-11-01,12.393296131342876,0.01975499961190508,5.97126510460079
2020-12-01,7.201195067735378,0.0,1.2447218907545046
2021-01-01,8.057838029939289,1.3175799793716578,110.98164785300943
2021-02-01,6.081416214930155,0.00418000010176911,2.7766009870622765
2021-03-01,2.0257687058048024,0.014599999867641602,14.412732191460037
2021-04-01,4.500643066290402,0.0019750000101339538,8.19098372114623
2021-05-01,3.862231729038373,3.837549962665434,238.92422932703144
2021-06-01,4.923038213368134,0.6580900081771688,62.48538438425783
2021-07-01,2.4010750750390155,11.64493007821693,671.5391838351712
2021-08-01,4.221930092822265,5.983409997061244,336.8213062408813
2021-09-01,12.236001741008689,32.70348982917858,552.6998519371358
2021-10-01,6.781793764125208,10.485405104898746,184.81820424413257
2021-11-01,12.796508487889685,0.00011999999878753441,0.018502673383224456
2021-12-01,7.686044765152992,0.011525000014444231,7.852863963974769
2022-01-01,7.432992623777379,2.5494249948042125,211.1213338904381
2022-02-01,7.0028908520076945,0.3572749946870317,47.722255636652044
2022-03-01,6.1536886360667475,0.005349999993995881,0.9155186981256592
2022-04-01,4.91411023211574,0.046499999374645995,5.352307899007923
2022-05-01,1.4907610277793735,1.0776749856977403,85.78459570335951
2022-06-01,2.5297378138583317,0.8347200008684013,62.46319948167087
2022-07-01,1.6932637069759593,7.937149978552043,382.0226308514927
2022-08-01,7.919690367796652,3.5691050507193722,99.11784976551877
2022-09-01,11.781038959587317,15.753915094945114,455.53974100027807
2022-10-01,9.378973797578718,6.896140065297003,203.5629175458223
2022-11-01,8.793487068014716,0.0,0.32787164750503983
2022-12-01,7.925415968633432,0.0,0.0
2023-01-01,7.98209121288033,0.20110999835742407,56.3739591157791
2023-02-01,6.968575084119607,3.5000000934815034e-05,2.028360388421374
2023-03-01,6.280692647181371,1.5211749912796222,169.98113464294548
2023-04-01,5.987501201259476,0.09489500004929141,31.525069859715547
2023-05-01,6.078289421448948,0.8540349918985157,148.46683064591
2023-06-01,4.463722266968968,4.747575050323576,213.412966425428
2023-07-01,37.197647524049565,23.879769905883222,536.0426876977047
2023-08-01,10.422635111198415,20.246434835938995,196.16898374394538
2023-09-01,8.942067271803452,5.1290250144029415,189.9423911314159
2023-10-01,5.643756182699041,0.8762700063089142,16.67832049133983
2023-11-01,8.628519820015232,0.021284999953422812,16.540758963281856
2023-12-01,9.002929690093165,0.00014999999984866008,2.231935773234077
2024-01-01,6.515709554569494,0.4063700051847263,38.50253377677126
2024-02-01,7.302712799843698,0.009820000046602216,25.199999300766994
2024-03-01,7.059271358887433,0.09121000002596702,33.2145232796928
2024-04-01,5.8405977322205755,0.008239999739089399,16.54832046060041
2024-05-01,4.799067652633845,0.006670000004305621,6.031261892112739
2024-06-01,3.303201477531164,0.9156965645885891,92.38665013606337
2024-07-01,7.427412723571772,14.130280698424954,403.7945129344548
2024-08-01,9.459960093187766,9.967709496201707,381.130216254766
2024-09-01,7.696439241213327,37.73226027726086,362.2665046003114
2024-10-01,6.69148591216921,0.03974374635457223,2.2534866041399257
2024-11-01,9.772267683766096,0.0,0.0
2024-12-01,6.913367399163935,0.2478914798756667,83.73710999093193
2025-01-01,8.079154595140398,0.008359803456656573,20.77718664082016
2025-02-01,6.146245842733701,0.25034179199369544,23.425250833758454
2025-03-01,4.714708046783085,0.013729842832219626,17.754598414252463
2025-04-01,5.347585392349301,0.2166914773825922,4.789497210445967
2025-05-01,3.818714801358571,2.191603587794397,198.7663276986483
2025-06-01,1.0224690274842505,4.31881719902993,232.87175901778997
2025-07-01,6.408719113549325,13.359962868131742,480.853839033844
2025-08-01,0.0,18.913633329882273,544.6072072501687
2025-09-01,12.26301736875242,13.911484805524,178.13813472868685
2025-10-01,9.971396755005376,2.2757742068017945,166.2117183529458
2025-11-01,9.303256722090904,0.0,0.0
2025-12-01,8.47181222660846,0.0,0.03895187053411083
