date,river_water_area_sqkm,mean_elevation_meters,mean_slope_degrees,land_cover_class_10_percent,land_cover_class_20_percent,land_cover_class_30_percent,land_cover_class_40_percent,land_cover_class_50_percent,land_cover_class_60_percent,land_cover_class_80_percent
2018-01-01,0.7263254286719228,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2018-02-01,0.5604609335207471,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2018-03-01,0.5601151837780523,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2018-04-01,0.4018639060728784,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2018-05-01,0.4749276177428003,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2018-06-01,1.010227641860543,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2018-07-01,1.7283136978111118,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2018-08-01,1.7950479667509192,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2018-09-01,1.4162574070331648,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2018-10-01,1.177442191277478,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2018-11-01,0.2781586948637121,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2018-12-01,0.6349042997544232,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2019-01-01,0.0,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2019-02-01,0.7990230024361406,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2019-03-01,0.630112519546808,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2019-04-01,0.758606853366029,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2019-05-01,0.7927474572964539,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2019-06-01,1.1197875541135305,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2019-07-01,0.9797659097907572,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2019-08-01,0.390174372680664,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2019-09-01,1.4981047118197572,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2019-10-01,1.1334893324314492,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2019-11-01,0.8941739523502126,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2019-12-01,0.77185318129452,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2020-01-01,0.6054107544581993,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2020-02-01,0.673067488983274,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2020-03-01,0.919523141725308,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2020-04-01,0.6067965871881223,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2020-05-01,1.064656288201306,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2020-06-01,1.0509640191178864,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2020-07-01,1.200227639723355,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2020-08-01,0.9711632209132774,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2020-09-01,1.5055905161977732,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2020-10-01,0.8322869924586875,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2020-11-01,0.4491936638343961,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2020-12-01,0.6194998148459041,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2021-01-01,0.2490566563057693,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2021-02-01,0.9224095359516218,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2021-03-01,0.4990599058105469,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2021-04-01,0.7783789324431775,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2021-05-01,0.6421859706607593,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2021-06-01,1.0451042710494696,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2021-07-01,1.1681794549412148,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2021-08-01,2.038055893533864,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2021-09-01,0.0,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2021-10-01,1.306843981891228,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2021-11-01,0.9913842406740674,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2021-12-01,0.8695011997340781,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2022-01-01,0.8551831109181122,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2022-02-01,0.8923075398260377,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2022-03-01,0.7884411410845588,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2022-04-01,0.8116065592507754,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2022-05-01,0.8312867381673177,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2022-06-01,0.7602650190403358,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2022-07-01,1.6386022647518383,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2022-08-01,1.7438428888939952,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2022-09-01,1.544879295500632,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2022-10-01,1.204752595807962,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2022-11-01,0.7235212225590725,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2022-12-01,0.6946824414321001,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2023-01-01,0.8473248132130342,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2023-02-01,0.7062637741155885,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2023-03-01,0.6167708089850931,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2023-04-01,0.7594120964891621,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2023-05-01,0.8285354671542299,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2023-06-01,0.5562927597560507,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2023-07-01,0.0,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2023-08-01,1.802436098116288,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2023-09-01,1.3600185753530465,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2023-10-01,0.0,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2023-11-01,1.0657828268892175,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2023-12-01,0.731824016407686,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2024-01-01,0.7791745028983322,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2024-02-01,0.4337140473860198,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2024-03-01,0.7552818302181468,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
2024-04-01,0.610280934222053,291.7007893916087,5.154286161917741,26.11120256946745,1.6655816846923168,10.37337860544541,20.17003498715711,16.832981307111037,11.531081400791583,13.315739445335096
