Reservoir_name,Basin,subbasin,Agency_name,Lat,Long,Date,Year,Month,Full_reservoir_level,Live_capacity_FRL,Storage,Level
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-01,2019,03,830,2.615,1.149,789.08
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-12,2019,03,830,2.615,0.985,783.4
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-16,2019,03,830,2.615,0.93,781.35
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-28,2019,03,830,2.615,0.767,775.27
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-29,2019,03,830,2.615,0.752,774.65
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-31,2019,03,830,2.615,0.731,773.86
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-09,2019,03,830,2.615,1.033,785.05
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-15,2019,03,830,2.615,0.947,781.92
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-26,2019,03,830,2.615,0.796,776.36
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-30,2019,03,830,2.615,0.742,774.29
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-02,2019,03,830,2.615,1.134,788.56
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-03,2019,03,830,2.615,1.12,788.07
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-04,2019,03,830,2.615,1.108,787.66
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-05,2019,03,830,2.615,1.091,787.08
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-06,2019,03,830,2.615,1.079,786.65
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-13,2019,03,830,2.615,0.972,782.88
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-19,2019,03,830,2.615,0.886,779.8
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-27,2019,03,830,2.615,0.783,775.86
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-07,2019,03,830,2.615,1.062,786.12
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-17,2019,03,830,2.615,0.916,780.86
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-18,2019,03,830,2.615,0.903,780.37
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-20,2019,03,830,2.615,0.873,779.32
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-22,2019,03,830,2.615,0.846,778.32
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-23,2019,03,830,2.615,0.835,777.91
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-08,2019,03,830,2.615,1.047,785.55
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-10,2019,03,830,2.615,1.019,784.61
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-11,2019,03,830,2.615,1.002,783.99
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-14,2019,03,830,2.615,0.96,782.44
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-21,2019,03,830,2.615,NA,NA
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-24,2019,03,830,2.615,0.822,777.4
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2019-03-25,2019,03,830,2.615,0.806,776.81
