Reservoir_name,Basin,subbasin,Agency_name,Lat,Long,Date,Year,Month,Full_reservoir_level,Live_capacity_FRL,Storage,Level
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-08,2018,07,830,2.615,0.214,751.4
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-13,2018,07,830,2.615,0.332,756.95
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-23,2018,07,830,2.615,0.806,776.75
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-12,2018,07,830,2.615,NA,NA
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-18,2018,07,830,2.615,0.575,767.55
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-26,2018,07,830,2.615,1.013,784.35
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-27,2018,07,830,2.615,1.082,786.75
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-29,2018,07,830,2.615,1.248,792.35
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-01,2018,07,830,2.615,0.117,746.6
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-03,2018,07,830,2.615,0.165,749
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-04,2018,07,830,2.615,0.183,749.9
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-06,2018,07,830,2.615,0.197,750.55
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-10,2018,07,830,2.615,0.251,753.15
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-16,2018,07,830,2.615,0.432,761.5
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-17,2018,07,830,2.615,0.487,763.85
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-19,2018,07,830,2.615,0.636,770.1
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-20,2018,07,830,2.615,0.673,771.6
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-28,2018,07,830,2.615,1.131,788.45
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-11,2018,07,830,2.615,0.251,753.15
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-14,2018,07,830,2.615,0.365,758.5
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-31,2018,07,830,2.615,1.312,794.5
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-02,2018,07,830,2.615,0.142,747.85
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-05,2018,07,830,2.615,0.189,750.15
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-07,2018,07,830,2.615,0.201,750.8
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-09,2018,07,830,2.615,0.23,752.2
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-15,2018,07,830,2.615,0.403,760.15
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-21,2018,07,830,2.615,0.711,773.1
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-22,2018,07,830,2.615,0.744,774.4
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-24,2018,07,830,2.615,0.867,779.1
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-25,2018,07,830,2.615,0.947,781.95
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-07-30,2018,07,830,2.615,1.297,793.95
