Reservoir_name,Basin,subbasin,Agency_name,Lat,Long,Date,Year,Month,Full_reservoir_level,Live_capacity_FRL,Storage,Level
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-04,2018,06,830,2.615,0.072,743.3
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-05,2018,06,830,2.615,0.055,743.4
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-08,2018,06,830,2.615,0.047,742.95
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-19,2018,06,830,2.615,0.019,741.5
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-22,2018,06,830,2.615,0.04,740.7
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-23,2018,06,830,2.615,0.01,740.95
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-24,2018,06,830,2.615,0.017,741.35
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-13,2018,06,830,2.615,0.028,741.95
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-26,2018,06,830,2.615,0.034,742.25
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-18,2018,06,830,2.615,0.03,742.05
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-21,2018,06,830,2.615,0.006,740.75
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-06,2018,06,830,2.615,0.061,743.7
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-10,2018,06,830,2.615,0.051,743.2
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-14,2018,06,830,2.615,0.028,741.95
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-29,2018,06,830,2.615,0.068,744.05
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-30,2018,06,830,2.615,0.093,745.4
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-01,2018,06,830,2.615,0.047,743
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-02,2018,06,830,2.615,0.053,743.3
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-03,2018,06,830,2.615,0.049,743.05
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-07,2018,06,830,2.615,0.057,743.45
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-09,2018,06,830,2.615,0.055,743.35
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-11,2018,06,830,2.615,0.04,742.6
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-12,2018,06,830,2.615,0.032,742.15
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-15,2018,06,830,2.615,0.03,742.05
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-16,2018,06,830,2.615,0.032,742.2
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-17,2018,06,830,2.615,0.032,742.2
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-20,2018,06,830,2.615,0.01,740.95
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-25,2018,06,830,2.615,0.026,741.85
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-27,2018,06,830,2.615,0.045,742.85
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2018-06-28,2018,06,830,2.615,0.051,743.15
