Reservoir_name,Basin,subbasin,Agency_name,Lat,Long,Date,Year,Month,Full_reservoir_level,Live_capacity_FRL,Storage,Level
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-10,2020,03,830,2.615,NA,NA
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-12,2020,03,830,2.615,0.916,780.97
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-19,2020,03,830,2.615,0.859,778.88
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-24,2020,03,830,2.615,0.809,776.9
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-26,2020,03,830,2.615,0.796,776.41
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-30,2020,03,830,2.615,0.775,775.58
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-31,2020,03,830,2.615,0.767,775.36
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-01,2020,03,830,2.615,1.082,786.79
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-03,2020,03,830,2.615,1.056,785.95
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-17,2020,03,830,2.615,0.881,779.68
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-20,2020,03,830,2.615,0.849,778.42
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-22,2020,03,830,2.615,NA,NA
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-25,2020,03,830,2.615,0.796,776.4
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-28,2020,03,830,2.615,0.775,775.62
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-09,2020,03,830,2.615,0.972,782.95
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-11,2020,03,830,2.615,0.947,782.02
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-13,2020,03,830,2.615,0.908,780.68
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-16,2020,03,830,2.615,0.897,780.25
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-23,2020,03,830,2.615,0.816,777.27
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-04,2020,03,830,2.615,1.042,785.46
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-07,2020,03,830,2.615,1.002,784.05
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-14,2020,03,830,2.615,NA,NA
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-18,2020,03,830,2.615,0.87,779.27
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-21,2020,03,830,2.615,0.835,777.98
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-27,2020,03,830,2.615,0.788,776.1
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-02,2020,03,830,2.615,1.073,786.5
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-05,2020,03,830,2.615,1.027,784.97
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-06,2020,03,830,2.615,1.016,784.5
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-08,2020,03,830,2.615,1.991,783.6
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-15,2020,03,830,2.615,0.9,780.32
Tehri Reservoir,Ganga Basin,NA,CWC,30.43921006,78.45546181,2020-03-29,2020,03,830,2.615,NA,NA
