timestamp,location,lat,lon,raw_text,scenario,initial_distress_score
2025-07-10 00:00:00,Chopta,30.522319939418114,79.13098658484196,jaldi madad chahiye!,Rescue,0.5753571532049581
2025-07-10 00:00:00,Chopta,30.516559945203362,79.12558083612167,We have zero rations. send help,Resource,0.17800932022121826
2025-07-10 00:00:00,Ukhimath,30.52208072577796,79.19520584494296,We are water rising near the bridge.,Rescue,0.40055750587160444
2025-07-10 01:00:00,Phata,30.553324426408004,79.04712339110678,Landslide. road blocked in Phata.,Road,0.5849549260809972
2025-07-10 01:00:00,Ukhimath,30.516834045098534,79.1980424224296,Urgent stuck here for old man. No doctor.,Medical,0.19091248360355031
2025-07-10 01:00:00,Sitamata,30.49931945018642,79.14791229140198,Urgent evacuate for old man. No doctor.,Medical,0.36237821581611895
2025-07-10 02:00:00,Gaurikund,30.64639493860652,79.07792144648535,We have zero rations. madad chahiye,Resource,0.40592644736118977
2025-07-10 02:00:00,Phata,30.54956069984217,79.05285175961393,We have zero rations. madad chahiye,Resource,0.28318092164684583
2025-07-10 02:00:00,Phata,30.550924145688622,79.0454645041272,We are rasta band hai near the bridge.,Rescue,0.35711721920680584
2025-07-10 03:00:00,Chopta,30.516705241236874,79.12565051592985,We have kam khana. send help,Resource,0.40377242595071916
2025-07-10 03:00:00,Sitamata,30.504656320330746,79.15308397348117,Landslide. road blocked in Ukhimath.,Road,0.5744427686266667
2025-07-10 03:00:00,Chopta,30.52184233026512,79.12940152493739,We are fas gaye near the bridge.,Rescue,0.14883605700319194
2025-07-10 04:00:00,Chopta,30.519951769101112,79.12534388521115,We have zero rations. send help,Resource,0.16101911742238942
2025-07-10 04:00:00,Banswara,30.397587799815998,79.10162522284354,Urgent evacuate for old man. No doctor.,Medical,0.5546602010393911
2025-07-10 05:00:00,Gaurikund,30.65046710279343,79.07684854455525,We are rasta band hai near the bridge.,Rescue,0.3600340105889054
2025-07-10 05:00:00,Banswara,30.40275132823361,79.10439498941564,Landslide. children trapped in Chopta.,Road,0.9847923138822793
2025-07-10 05:00:00,Chopta,30.52097899978811,79.13421874235023,We have kam rations. madad chahiye,Resource,0.5474136752138244
2025-07-10 06:00:00,Ukhimath,30.515452272889107,79.19825330330764,We are khana nahi hai near the bridge.,Rescue,0.1979914312095726
2025-07-10 06:00:00,Sitamata,30.49771349031774,79.15328737509152,Urgent stuck here for old man. No medicine.,Medical,0.29433864484474104
2025-07-10 06:00:00,Banswara,30.39780934509687,79.10042696083158,We have zero khana. send help,Resource,0.2783766633467947
2025-07-10 07:00:00,Sitamata,30.495745506436798,79.15486886936601,We are dawaai chahiye near the bridge.,Rescue,0.5010984903770198
2025-07-10 07:00:00,Banswara,30.39698715681534,79.09505522117124,We have zero rations. madad chahiye,Resource,0.4861223846483287
2025-07-10 07:00:00,Banswara,30.402068573438473,79.1022900716804,Landslide. children trapped in Sitamata.,Road,0.9077307142274171
2025-07-10 08:00:00,Chopta,30.51574044651734,79.12858465728544,We have zero rations. madad chahiye,Resource,0.4856351733429729
2025-07-10 08:00:00,Gaurikund,30.653631034258755,79.08123298126827,Landslide. children trapped in Ukhimath.,Road,0.5579345297625649
2025-07-10 09:00:00,Phata,30.54563558350286,79.04810982321716,Urgent stuck here for old man. No medicine.,Medical,0.26544901242632457
2025-07-10 09:00:00,Banswara,30.40137557471355,79.10387212742576,We are pani bhar gaya near the bridge.,Rescue,0.464803089169032
2025-07-10 09:00:00,Sitamata,30.496195942459384,79.15213244787223,Urgent evacuate for old man. No doctor.,Medical,0.3361074625809747
2025-07-10 10:00:00,Ukhimath,30.520612771975696,79.20270967179955,Landslide. children trapped in Ukhimath.,Road,0.8803925243084487
2025-07-10 10:00:00,Chopta,30.52022732829382,79.12927541018358,We have zero rations. madad chahiye,Resource,0.34689779818219535
2025-07-10 10:00:00,Banswara,30.396078914269932,79.09531429185687,We have zero khana. madad chahiye,Resource,0.1127095633720476
2025-07-10 11:00:00,Ukhimath,30.518143559810763,79.20008570691165,Landslide. children trapped in Phata.,Road,0.8182052056318903
2025-07-10 11:00:00,Chopta,30.51749292229149,79.12910382923035,Urgent stuck here for old man. No medicine.,Medical,0.5537832369630465
2025-07-10 11:00:00,Banswara,30.397287981654916,79.09576979909828,Urgent stuck here for old man. No medicine.,Medical,0.4777755692715243
2025-07-10 12:00:00,Sitamata,30.504296976523424,79.15308120379565,We are dawaai chahiye near the bridge.,Rescue,0.18061064362700222
2025-07-10 12:00:00,Gaurikund,30.65303672076899,79.07686570058885,We are water rising near the bridge.,Rescue,0.5357302950938588
2025-07-10 12:00:00,Ukhimath,30.520393422419158,79.20307440155165,We have zero rations. send help,Resource,0.5462794992449889
2025-07-10 13:00:00,Chopta,30.516100519245278,79.12727935162542,We are water rising near the bridge.,Rescue,0.2590017374859319
2025-07-10 13:00:00,Banswara,30.403180147659224,79.10360730583255,Landslide. road blocked in Phata.,Road,0.3135538943131282
2025-07-10 14:00:00,Gaurikund,30.650107473025773,79.07917411003149,Landslide. road blocked in Ukhimath.,Road,0.10347606526559536
2025-07-10 14:00:00,Chopta,30.516198653673335,79.12837615171404,Landslide. road blocked in Banswara.,Road,0.21105390523536513
2025-07-10 14:00:00,Ukhimath,30.518232029320206,79.20018790621744,We have kam khana. madad chahiye,Resource,0.5714548519562596
2025-07-10 15:00:00,Banswara,30.398636296023792,79.1047178208272,Landslide. road blocked in Phata.,Road,0.4515094794475889
2025-07-10 15:00:00,Phata,30.549972485058923,79.04800878309817,We are medical aid near the bridge.,Rescue,0.22589114791268208
2025-07-10 15:00:00,Phata,30.545368869473545,79.05109564333979,Urgent stuck here for old man. No doctor.,Medical,0.2424202471887338
2025-07-10 16:00:00,Phata,30.547786464642368,79.05408265885967,We are stuck here near the bridge.,Rescue,0.12573937562499468
2025-07-10 16:00:00,Phata,30.549894527602778,79.0548565045411,We are dawaai chahiye near the bridge.,Rescue,0.17244743604561155
2025-07-10 16:00:00,Banswara,30.401721355474056,79.10261619615328,Urgent evacuate for old man. No medicine.,Medical,0.2210276357557502
2025-07-10 17:00:00,Sitamata,30.502282163486118,79.14867783132719,Urgent evacuate for old man. No doctor.,Medical,0.21881877199619984
2025-07-10 17:00:00,Phata,30.55133529710761,79.05035774684075,Landslide. road blocked in Banswara.,Road,0.41615291529678977
2025-07-10 18:00:00,Sitamata,30.503353024955892,79.14820780064973,Landslide. children trapped in Gaurikund.,Road,0.5451448850272042
2025-07-10 18:00:00,Chopta,30.515407751415548,79.13090892943188,Landslide. road blocked in Chopta.,Road,0.19325925519992712
2025-07-10 18:00:00,Sitamata,30.500120930582995,79.14726495775199,We are help needed near the bridge.,Rescue,0.10829391446392808
2025-07-10 19:00:00,Banswara,30.39674366429005,79.10190937738102,We have zero rations. send help,Resource,0.42258639520472496
2025-07-10 19:00:00,Banswara,30.404367299887365,79.09637520944145,Landslide. children trapped in Banswara.,Road,0.6933676731502687
2025-07-10 19:00:00,Sitamata,30.496134735212404,79.15424693618279,We have kam rations. send help,Resource,0.27053317552512923
2025-07-10 20:00:00,Chopta,30.52159984046034,79.133172222002,We are help needed near the bridge.,Rescue,0.2289708138575778
2025-07-10 20:00:00,Banswara,30.397418522909003,79.09593102767805,We are water rising near the bridge.,Rescue,0.3648252891780033
2025-07-10 20:00:00,Sitamata,30.504004180571634,79.15133101457273,Urgent evacuate for old man. No medicine.,Medical,0.5486078789766634
2025-07-10 21:00:00,Banswara,30.398492095746125,79.1022595567887,Urgent evacuate for old man. No doctor.,Medical,0.2695148955243504
2025-07-10 21:00:00,Gaurikund,30.65387086424265,79.08279875545857,Landslide. children trapped in Phata.,Road,0.9485551299762885
2025-07-10 21:00:00,Chopta,30.51584139964995,79.12661628714095,Landslide. children trapped in Gaurikund.,Road,0.8210158230771438
2025-07-10 22:00:00,Gaurikund,30.651064290596594,79.07509197051617,Landslide. road blocked in Banswara.,Road,0.5492770942635397
2025-07-10 22:00:00,Chopta,30.52163501769108,79.12505061583846,Urgent stuck here for old man. No doctor.,Medical,0.15073577143301606
2025-07-10 23:00:00,Ukhimath,30.520487337893666,79.20191895197694,We have zero rations. madad chahiye,Resource,0.18040402570874933
2025-07-10 23:00:00,Banswara,30.397242693094604,79.10212179221347,Urgent stuck here for old man. No doctor.,Medical,0.42598062975130024
2025-07-10 23:00:00,Chopta,30.52246491405118,79.13149632899047,We are pani bhar gaya near the bridge.,Rescue,0.26269984907963384
2025-07-11 00:00:00,Ukhimath,30.521576128923,79.20068308603335,Urgent evacuate for old man. No doctor.,Medical,0.524611705247089
2025-07-11 00:00:00,Sitamata,30.498677158030596,79.14765202367683,Urgent stuck here for old man. No doctor.,Medical,0.14683738391404624
2025-07-11 00:00:00,Banswara,30.40473010554752,79.09893097724667,We have kam rations. madad chahiye,Resource,0.2219948216895418
2025-07-11 01:00:00,Sitamata,30.50131138625997,79.15294811303542,We have kam rations. madad chahiye,Resource,0.5460232775885566
2025-07-11 01:00:00,Ukhimath,30.520769038846264,79.1999251769382,We have zero rations. madad chahiye,Resource,0.3513185465525961
2025-07-11 01:00:00,Ukhimath,30.517807723624408,79.19524315966432,We are pani bhar gaya near the bridge.,Rescue,0.46122605763075264
2025-07-11 02:00:00,Gaurikund,30.64677110679407,79.08440458584353,Urgent evacuate for old man. No doctor.,Medical,0.42273614795358394
2025-07-11 02:00:00,Gaurikund,30.648701587002552,79.07515456616528,We are stuck here near the bridge.,Rescue,0.5574321951102242
2025-07-11 03:00:00,Ukhimath,30.519281841483174,79.20466654819045,We have zero khana. madad chahiye,Resource,0.5641592812938627
2025-07-11 03:00:00,Chopta,30.517944488920694,79.12885097728602,We are evacuate near the bridge.,Rescue,0.5265047277336801
2025-07-11 03:00:00,Gaurikund,30.64669492746686,79.08056801262458,We are no food near the bridge.,Rescue,0.25846100257813887
2025-07-11 04:00:00,Chopta,30.520700611700892,79.1259717649377,We are water rising near the bridge.,Rescue,0.44801489833748653
2025-07-11 04:00:00,Ukhimath,30.524900538501043,79.19640084015236,Urgent evacuate for old man. No medicine.,Medical,0.40750361334958485
2025-07-11 04:00:00,Chopta,30.523773730719277,79.13240768617754,Urgent evacuate for old man. No doctor.,Medical,0.3591648261818684
2025-07-11 05:00:00,Phata,30.552024840839874,79.0485949115122,We have kam khana. send help,Resource,0.44850787049763396
2025-07-11 05:00:00,Phata,30.553093611554786,79.05310113394678,Landslide. road blocked in Gaurikund.,Road,0.2467959221322467
2025-07-11 05:00:00,Chopta,30.524132405525563,79.1301134239886,We have zero khana. send help,Resource,0.5335361592900518
2025-07-11 06:00:00,Ukhimath,30.52298295178967,79.20149963930778,Landslide. children trapped in Ukhimath.,Road,0.7507581473435998
2025-07-11 06:00:00,Phata,30.553900053418175,79.0483799515685,We are water rising near the bridge.,Rescue,0.4978963347180505
2025-07-11 06:00:00,Ukhimath,30.515939819398408,79.20078280140997,Urgent stuck here for old man. No medicine.,Medical,0.28779147631997204
2025-07-11 07:00:00,Phata,30.549655980181324,79.05042644634707,Urgent evacuate for old man. No doctor.,Medical,0.11797113689837105
2025-07-11 07:00:00,Banswara,30.400908332605688,79.09530500249939,We have kam rations. madad chahiye,Resource,0.2432706260641422
2025-07-11 08:00:00,Ukhimath,30.523226005606595,79.19860190641411,Urgent stuck here for old man. No medicine.,Medical,0.11867409437460721
2025-07-11 08:00:00,Banswara,30.400222432600547,79.10269993553098,Landslide. road blocked in Ukhimath.,Road,0.1635302563259424
2025-07-11 08:00:00,Phata,30.55122890475819,79.04585347464993,Urgent stuck here for old man. No medicine.,Medical,0.2079105137484216
2025-07-11 09:00:00,Chopta,30.52031354631568,79.1304063512161,Urgent evacuate for old man. No medicine.,Medical,0.12584086058430385
2025-07-11 09:00:00,Chopta,30.522260913337227,79.13475852079462,Urgent evacuate for old man. No doctor.,Medical,0.41871495074910325
2025-07-11 09:00:00,Phata,30.552951861947687,79.04770832251262,We are road blocked near the bridge.,Rescue,0.26147823647062296
2025-07-11 10:00:00,Sitamata,30.495784563813423,79.14525350743416,Landslide. road blocked in Banswara.,Road,0.31948571035281803
2025-07-11 10:00:00,Phata,30.553359801205122,79.05195974206093,We have kam rations. send help,Resource,0.5813242073389625
2025-07-11 10:00:00,Gaurikund,30.646732943200707,79.07656437042671,Urgent evacuate for old man. No medicine.,Medical,0.3044764722071349
2025-07-11 11:00:00,Gaurikund,30.652145959227,79.08160197376718,We are fas gaye near the bridge.,Rescue,0.37461333235306027
2025-07-11 11:00:00,Phata,30.554548652806634,79.05237896916695,Landslide. children trapped in Chopta.,Road,0.6399669484729714
2025-07-11 12:00:00,Banswara,30.399196000624276,79.09747730989501,We are evacuate near the bridge.,Rescue,0.40586037311717615
2025-07-11 12:00:00,Gaurikund,30.652578461104643,79.0751439348863,We have zero rations. madad chahiye,Resource,0.27798633932563077
2025-07-11 12:00:00,Ukhimath,30.515460026420218,79.19540728802319,We have kam rations. madad chahiye,Resource,0.15803632025345812
2025-07-11 13:00:00,Chopta,30.5220365785938,79.12974173829087,Urgent evacuate for old man. No doctor.,Medical,0.5277302920055036
2025-07-11 13:00:00,Gaurikund,30.649916158751168,79.07973471770781,Landslide. road blocked in Phata.,Road,0.14891708032550074
2025-07-11 13:00:00,Ukhimath,30.51933851649238,79.19898504734398,Landslide. children trapped in Phata.,Road,0.5866009349550076
2025-07-11 14:00:00,Chopta,30.521350936508675,79.12545304009771,We have zero khana. madad chahiye,Resource,0.40792504902610827
2025-07-11 14:00:00,Chopta,30.521258599157143,79.1300313625858,Landslide. children trapped in Gaurikund.,Road,0.6873063073132356
2025-07-11 14:00:00,Chopta,30.52158693631619,79.12662934427081,We have zero rations. madad chahiye,Resource,0.5282449205941612
2025-07-11 15:00:00,Ukhimath,30.521424192782064,79.19526511310542,Landslide. road blocked in Chopta.,Road,0.13528437370021493
2025-07-11 15:00:00,Gaurikund,30.654402302414248,79.08075474177876,We have kam rations. madad chahiye,Resource,0.3928877906367316
