State,District,Date,Year,Month,Avg_rainfall,Agency_name
Uttarakhand,Pauri Garhwal,2022-09-03,2022,09,0.9691574269,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-09-04,2022,09,0.1387529352,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-09-07,2022,09,0.0034519199,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-09-10,2022,09,5.9202014547,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-09-11,2022,09,1.1474703964,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-09-12,2022,09,0.6953843512,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-09-14,2022,09,14.3566234152,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-09-25,2022,09,19.3687282015,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-09-26,2022,09,3.7496088033,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-09-29,2022,09,0.046197558,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-10-03,2022,10,0.0453816208,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-10-08,2022,10,2.6496765075,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-10-13,2022,10,0.5124798562,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-11-11,2022,11,0.2395295445,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-12-01,2022,12,0.0807412692,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-12-04,2022,12,0.0524134178,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-12-05,2022,12,7.33459e-05,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-12-06,2022,12,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-12-11,2022,12,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-12-12,2022,12,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-12-14,2022,12,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-12-19,2022,12,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-12-23,2022,12,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-12-28,2022,12,0,NRSC VIC MODEL
Uttarakhand,Pauri Garhwal,2022-12-30,2022,12,0.2424441909,NRSC VIC MODEL
Uttarakhand,Pithoragarh,2022-01-08,2022,01,2.29082107,NRSC VIC MODEL
Uttarakhand,Pithoragarh,2022-01-13,2022,01,1.039091053,NRSC VIC MODEL
Uttarakhand,Pithoragarh,2022-01-15,2022,01,0,NRSC VIC MODEL
Uttarakhand,Pithoragarh,2022-01-17,2022,01,0.062765054,NRSC VIC MODEL
Uttarakhand,Pithoragarh,2022-01-19,2022,01,0.050921825,NRSC VIC MODEL
Uttarakhand,Pithoragarh,2022-01-23,2022,01,3.33890441,NRSC VIC MODEL
Uttarakhand,Pithoragarh,2022-01-25,2022,01,1.286805474,NRSC VIC MODEL
Uttarakhand,Pithoragarh,2022-01-29,2022,01,0.026267818,NRSC VIC MODEL
Uttarakhand,Pithoragarh,2022-02-09,2022,02,1.024452275,NRSC VIC MODEL
