State,District,Date,Year,Month,Avg_rainfall,Agency_name
Uttarakhand,Almora,2018-07-29,2018,07,14.14257255,NRSC VIC MODEL
Uttarakhand,Almora,2018-08-08,2018,08,2.58688614,NRSC VIC MODEL
Uttarakhand,Almora,2018-08-22,2018,08,3.306994349,NRSC VIC MODEL
Uttarakhand,Almora,2018-09-03,2018,09,16.06377067,NRSC VIC MODEL
Uttarakhand,Almora,2018-09-16,2018,09,0.250075353,NRSC VIC MODEL
Uttarakhand,Almora,2018-09-30,2018,09,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-10-11,2018,10,4.166342182,NRSC VIC MODEL
Uttarakhand,Almora,2018-10-12,2018,10,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-10-08,2018,10,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-10-22,2018,10,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-10-26,2018,10,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-10-28,2018,10,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-11-09,2018,11,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-11-06,2018,11,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-11-10,2018,11,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-11-17,2018,11,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-11-25,2018,11,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-12-03,2018,12,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-12-06,2018,12,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-12-18,2018,12,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-12-19,2018,12,0,NRSC VIC MODEL
Uttarakhand,Almora,2018-12-30,2018,12,0,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-07-29,2018,07,12.50122276,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-08-10,2018,08,2.683260645,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-08-08,2018,08,3.870644903,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-08-13,2018,08,5.132164412,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-08-15,2018,08,9.539700706,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-08-21,2018,08,1.907717628,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-08-25,2018,08,51.80917581,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-08-26,2018,08,44.72182424,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-09-07,2018,09,2.934700812,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-09-13,2018,09,8.639131464,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-09-19,2018,09,1.133346993,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-09-24,2018,09,51.94398784,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-10-05,2018,10,0.025182299,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-10-10,2018,10,2.788117105,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-10-15,2018,10,0.218158858,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-10-08,2018,10,0.31302614,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-10-16,2018,10,0.071204295,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-10-27,2018,10,0,NRSC VIC MODEL
Uttarakhand,Bageshwar,2018-11-13,2018,11,0.283525167,NRSC VIC MODEL
